title,relevant_sentence,label
Surettahorn / Punta Nera (3027 m) - ab dem Splügenpass,Gegen Ende wird es 35-40° steil. | T5- | WS,neutral
Nel cuore del Ticino...,"Bei der Rückfahrt durch das Val Lavizzara und das Vallemaggia waren die z.T. massiven Unwetterschäden an Fluren, Gebäuden und Strassen und das entsprechende Aufräumen zwar unübersehbar, das typische und vertraute Landschaftsbild war aber intakt geblieben und wurde durch schöne Erinnerungen immer wieder bestärkt. | T6 | WS+ | III",neutral
Mont Mort bis Tête Rouge,Einfacher und weniger steil wäre sicher der Abstieg über den Col Sud de Menouve. | T4,neutral
Via Alpina: Meiringen » Grindelwald (Etappe 10),Mit einem kleinen Abstecher zur gesicherten Plattform hat man einen wunderbaren Blick auf den Wasserfall. | T2,neutral
Windgällenhütte via Unters Furggeli,"Bald queren wir den Stäfelbach und erblicken erstmals die Windgällenhütte weiter unten, die wir auf relativ direktem Weg erreichen. | T4",neutral
Piz da las Sterlas (3176 m) & Piz Vadret (3199 m) - ab Muottas Muragl,"Kurz vor dem Gipfel blockierte noch eine Wächte den Weg, aber ich kam gut vorbei und drüber. | T4 | WS-",neutral
Surettahorn / Punta Nera (3027 m) - ab dem Splügenpass,"Genau dort, wo das Schneefeld endet, zeigen rote Markierungen auf den Felsen den weiteren Weg an. | T5- | WS",neutral
Überschreitung Ober Gabelhorn und Zinalrothorn,Wir halten uns links und steigen unter einem Felsbad ab auf den Gletscher. | T5 | S | V,neutral
Von Zinal auf die Tête de Milon,"Zwei Seilschaften kommen vom Gipfel hinab, auf ca. 3500m befindet sich eine sich voraussichtlich weiter öffnende Querspalte, Vorsicht ist somit geboten. | T3 | L",neutral
Auf Naefs (Ab)wegen zum Unghür,"Dann gibt es noch einen Eintrag auf gipfelbuch.ch von 2009, welcher sich auf eine Routenbeschreibung aus dem SAC-Führer bezieht: der sog. «Weg Naef» (R. 453, ZS) zum Westgipfel, welcher der Hauptgipfel ist. | T6 | II",neutral
Piz Segnas: Südwestflanke von Nagens aus,Auf dem beliebten Weg in Richtung Segnespass gewinnt man recht effizient an Höhe. | T4+,neutral
"Fridlispitz, Riseten & Wageten Westgrat","Wir verstauten somit die Kletterutensilien im Rucksack und machten uns auf den Weg zumStattboden, wo wir auf der Alp ein kühles Blondes genehmigten. | T4+ | IV",neutral
Tschinglenrunde mit Abkürzung Il Vonn,"Dieses Schneefeld kann durch die Verwendung der alten Wegführung, welche durch lawinengekennzeichnete Seil verfügt mehr oder weniger direkt oberhalb des Schneefelds umgegangen werden.nach | T4",neutral
Gletschersuchen am Pizol,"am Gletscher endlich auch mal als Trailrun, da mittlerweile quasi kein Messgerät mehr nötig ist für den Gletscher. | T4",neutral
Via Alpina: Grindelwald » Lauterbrunnen (Etappe 11),"Normalerweise vermeide ich solche Orte, aber auf der Via Alpina geht das einfach nicht, denn die Etappe 11 verbindet genau diese beiden Orte. | T2",neutral
Dufourspitze (4634 m),"Weil wir an diesem Prachtstag noch nicht ins Tal wollten, erklettern wir noch dasRiffelhorn, bewunderten zusammen mit etlichen Gästen aus Fernost den Riffelsee und kamen dann prompt zu spät für eine Einkehr in Riffelberg an. | ZS- | II",neutral
"Piz Forbesch 3261,8m","Zuerst geht es einen immer steiler werdenden Grashang hinauf, zuletzt etwas nach links Felsen entlang, um zur Hochebene Muttariel auf etwa 2600m zu gelangen wo auch ein namenloser See liegt. | T5+ | WS | II",neutral
Piz Segnas: Südwestflanke von Nagens aus,"Beim""Einstieg"" auf ca. 2800 msteilt das Gelände nochmals auf und wird felsiger. | T4+",neutral
"Ober Gabelhorn  - (kompletter Gabelhorngrat, Abstieg Wellenkuppe)","Wir haben im Aufstieg nirgens gesichert, was natürlich schneller geht. | ZS+",neutral
Überschreitung Ober Gabelhorn und Zinalrothorn,"Wegen des mühsamen und gefährlichen Gerölls versuchen wir links von der Rinne, wo es kaum loses Gestein hat, hochzuzklettern. | T5 | S | V",neutral
Schinhorn 3796 m - Westnordwestgrat,"Auf ca. 2950m querten wir dann hinüber auf einen Vorsprung der Rippe, welche vom WNW-Grat in den Gletscher hinunterzieht. | S- | IV",neutral
Gesamter SO-Grat zum Piz Linard,Einem Solisten ohne Ausrüstung habe ich meinen Klettergurt ausgeliehen für die Abseilstelle. | T6 | ZS- | III,neutral
Signina - Piz Fess und Co.,Nun wird es immer felsiger und das Gestein wie erwartet brüchig. | T6 | III,neutral
"Ober Gabelhorn  - (kompletter Gabelhorngrat, Abstieg Wellenkuppe)","Der beschriebene, sehr scharfe Firngrat existiert nicht mehr...Den SE-Grat zumOber Gabelhornklettern wir eher intuitiv, einzig der erst markante grosse Turm erkennen wir aus dem Beschrieb und überklettern ihn. | ZS+",positiv
Rundtour vom Arnisee auf den Jakobiger (2505 m),"Die nächsten Sicherungen helfen jetzt beim Klettern oder geben Halt, wenn es ausgesetzt um Ecken und Kanten geht. | T5- | I",positiv
Tierbergli-Klettersteig,"Dieser ist im oberen Teil gut mit Drahtseilen gesichert, wirkliche Schwierigkeiten gibt es nicht. | T4 | K4",positiv
"Rossbodenstock 2.836m, bzw. Gipfelrunde um die Rheinquelle",Insbesondere der Weg zum Pazolastock und Tumsli ist gut ausgebaut/unterhalten und die Steilstücke werden so gut entschärft. | T3+,positiv
"Fünffingerstock Südwand ""Bohrgeist"" - Plaisir hochalpin","Danach gab es mit zunehmender Sonne nur noch 8 Seillängen wunderbare und bestens abgesicherte Plaisirkletterei zwischen (4c und 5b+) in sehr gutem Fels bis zum Wandbuch, von dem auch der Gipfel des Südgipfels / Pt. | WS- | 5c",positiv
Piz Tumpiv 3101 müM,"Nach einer mühsamen Rutschpartie trennte mich nur noch eine ca. 3m senkrechte Felswand vom Ziel, die aber mit einem Seil gesichert ist und ich im schmalen Spalt hoch krabbeln konnte. | T5- | WS | II",positiv
Biwak am Seewli & Rinderstock 2463m,Die Route ist aber nirgends ausgesetzt. | T3,positiv
Piz Vadret 3199 m / Piz da las Sterlas 3176 m,Lej Muragl liegt zu seinen Füssen und wird von den Touristen der Bergstation in 1 ¼ Std. über einen guten Bergweg einfach erreicht. | T4,positiv
Gesamter SO-Grat zum Piz Linard,Kurz vor dem Linard Pitschen ist die zweite Abseilstelle. | T6 | ZS- | III,positiv
Überschreitung Bristen via Etzlital,"Folgt man konsequent den Bohrhaken, bleibt das Gestein eigentlich verhältnismässig solide. | ZS- | III",positiv
Rundtour zum Witenstock 2391m,"Am Gipfelaufbau wird es kurzzeitig recht luftig, doch dank Drahtseilen technisch harmlos (T4+).Schön wäre nun, über den Verbindungsgrat direkt den Witenstock zu gewinnen. | T4",positiv
Piz Paradis vom Lai di Nalps,"Die Route ist nicht schwierig, aber es gibt ab der Alp Tuma keinerlei Wegspuren. | T4",positiv
Tschinglenrunde mit Abkürzung Il Vonn,"Diese Wandquerung ist sehr gut mit Ketten gesichert, fast schon auf Klettersteig Niveau, Ich einen Teil dieser Ketten gerne an, weil der schiefrige Untergrund an einigen Stellen noch sehr nass war und einem Schwamm glich. | T4",positiv
Höch Pfaffen (2458m),Der Rest der Tour ist unschwierig. | S,positiv
Surettaseen - Wanderung ab Splügen,Heute machte ich mit meiner Frau eine einfache Wanderung von Splügen hoch zu denSurettaseen. | T2,positiv
Windgällenhütte via Unters Furggeli,Nach 20 - 30 Höhenmetern hat man die schwierigste Stelle geschafft. | T4,positiv
Spitzli-Überschreitung,Das geht zu Beginn problemlos ohne Seil. | T3 | ZS- | III,positiv
Grassen (2946m),"Nach der ausgiebigen Gipfelrast mit (alkoholfreiem) Bier steigen wir über die gleiche Route ab, wobei wir wie immer das steile Schneecouloir wählen und so die Kletterstelle umgehen. | L",positiv
Gitschen-Runde,"Kurz vor dem Gipfel gibt es Kletterstellen, die mit Stahlseilen und -stiften gesichert sind. | T5",positiv
Mittaghorn  / Lohner 2678m,"Mit dem Mountainbike bis zur oberen Bundalp (1812m), dann über den Schryberschreck und den Zürchertritt, gut versehen mit Kettensicherungen, zum Lohnerhüttli SAC  2150m ü M. | T4 | L | I | K1 | L",positiv
Fiescheralp - Konkordiahütte SAC - Fiescheralp (2 Tagestour),Ab und an gibt es eine Seilversicherung. | T4- | L,positiv
Chli Bielenhorn via Schildchrötligrat,Die Route ist sehr grosszügig gesichert. | T4 | IV,positiv
Gesamter SO-Grat zum Piz Linard,Abseilstellen sind mit Bandschlingen vorhanden. | T6 | ZS- | III,positiv
Wiss- & Schwarzstöckli,Über den Grat erreichte ich schlussendlich im einfachen Gelände den Gipfel. | T6 | III,positiv
"Überschreitung Col de Bosson: Start in Evolene - Pointe de la Tsevalire, 3025 - Grattour nach Vercor",Hier - wie bereits auch in anderen Tourenberichten erwähnt - sind die heiklen Abschnitte mit Ketten gesichert. | T3+,positiv
"Burgerrain, Bräntlirain & Schwängiflüeli","Nach dem Auskundschaften gelangte ich auf dem Wanderweg zurück zum Wegweiser, von wo ich über die Wiese zum Wanderweg gelangte, welcher nachAsphinunter führt. | T5 | II | K2 | L",positiv
Chanzelgrat 2444m (und etwas mehr ).,An diesem Turm kommt man zur 1. Abseilstelle (ca. 15m ). | T4 | III,positiv
Den Bodensee fest im Blick: von Rorschacherberg über den Fünfländerblick nach Heiden,"Auf der anderen Seite steigen wir an und folgen dem markierten Weg zumSchloss Wartensee, wo wir den Ausblick auf den Bodensee geniessen. | T2",positiv
Hoch Fulen (2506),Die letzten Meter geht es unschwierig über den breiten SSE-Grat zum Gipfel. | WS,positiv
Nepali Highway,"Schon bald gelangt man zum ersten Fixseil, dann zum zweiten – sie helfen jeweils über eine 2 Meter kurze, nicht exponierte Felsstufe hinab. | T3+",positiv
Piz Starlera 2735m und Piz Grisch 3060m,"Das Klettern ist einfach, doch liegt viel feiner Schutt herum und der Boden war feucht. | T5 | WS- | I",positiv
Piz Pischa 3171 m,"Von dort einfach zum Gipfel.3 Std. T3Für den Abstieg wählten wir den Weg durch die Mulde vom früheren Vadret Pischa, ansonsten stiegen wir den gleichen Weg zurück. | T3",positiv
Klettergarten Griestal in der Göscheneralp..,Keine Selbstsicherungsschlinge nötig da alle Stände mit Karabiner ausgerüstet sind. | T2 | 6b,positiv
Einmal auf den höchsten Berg - Pizzo Centrale,Der Weg zum Centrale verläuft erst auf dem blau-weiss markierten Weg Richtung Gloggentürmli. | T4 | WS | L,positiv
Schijenstock - Ostanstieg,"Ich bin aber zu bequem und bleibe eher am Grat, was dazu führt, dass ich bald oberhalb der Scharte (unweit P. 2889) an einerAbseilstellestehe. | T5- | I | K2-",positiv
Gitschen-Runde,Technisch schwierig ist diese Runde nicht. | T5,positiv
"Tibistock 2023m Überschreitung Nord-Süd, Diepen 2221m Überschreitung via Südostgrat, Rophaien 2078m","Über einen recht langen, ziemlich steilen, aber meist wenig exponierten Schrofengrat geht es in einfacher Kraxelei aufwärts (T4, I). | T5+ | II",positiv
Tschinglenrunde mit Abkürzung Il Vonn,"Zuerst das gemütlich auf grünen Matten aufwärts, bevor in kurzer Folge die Schlüsselstellen auf warten in Form von zwei drei sei gesicherten Aufstiegen, welche sich alle samt noch vor dem Gandstock befinden. | T4",positiv
Bergtour ab Fiescheralp zum Strahlhorn und Strahlgrat (Gipfelkreuz + Strahlgrat Premiere bei hikr),"Eine schmale Stelle am Grat wirkte aus der Entfernung sehr steil und schwierig, zeigte sich dann aber als unschwierig zu überwinden. | T5+ | WS | II",positiv
Schuttorgie am Täligrat (3042 m) im Avers,Zwei oder drei T5 Stellen habe ich in der Nordflanke umgangen. | T4+,positiv
Signina - Piz Fess und Co.,Im Abstieg nehme die deutlich einfachere Route entlang Wegspuren durch die Westflanke. | T6 | III,positiv
Tierbergli-Klettersteig,Bis zum Einstieg in dieobere Hälftedes Klettersteigs muss unschwierig ein wenig im Block-/Schuttgelände aufgestiegen werden. | T4 | K4,positiv
Fasnachtsverschnidig am Gabchopf,"Da und dort kann gut mit zusätzlichem Material abgesichert werden, was wir auch machen. | T4 | V+",positiv
Uri Rotstock im Nebel,"Dieser führt weiter über Geröll und eine sehr einfache, mit einer Kette gesicherte Felsstufe zu einem Absatz. | T4",positiv
"Rotgrätli, 3.012m, und Wissgrätli, 2.865m",Fazit: Einsame und einfache Tour in großartiger Umgebung mit vielen Seen. | T3+,positiv
Zwischen Brunnital und Seewlialp,"Im Verlauf folgen zwei weitere Fixseile, die an den schwierigsten Stellen helfen. | T6 | II",positiv
Clariden - Überschreitung,Über den Kettenversicherten Westgrat steigen wir zumClariden Vorgipfel 3191mab und weiter zumIswändli 2895m. | T3 | WS | II,positiv
Passo del Scengio,"Zum Glück hatten meine Frau und ich für heute nur eine kurze und einfache Wanderung geplant, denn mein linkes Knie ist momentan etwas strapaziert. | T1",positiv
Nepali Highway,"Zwei kurze, nicht ausgesetzte Passagen mit Fixseil und Tritten, dazu zwei längere Abschnitte über groben Blockschutt. | T3+",positiv
Ab der Läntahüttte zum Piz Cassimoi und Pizzo Cassinelli,"Wer schwindelfrei, trittsicher und etwas klettern kann wird Gefallen daran finden. | T5+ | II",positiv
Von Erstfeld ins Schächental,"Teilweise etwas luftig über den Grat, teilweise die Felsen hinauf, jedoch wo nötig gut gesichert und mit ebenfalls guten Tritt- und Griffmöglichkeiten im Fels. | T4",positiv
Vom Barrhorn bis Bishorn,"Nur das kurze Stück Gässi könnte man evtl als T4 einstufen, oder eher T3+, ist aber durch sehr gute Stufen im Fels und Seil nur eine kurze Kraxelei und macht Spaß. | T4+",positiv
"Üschenengrat, Gällihore- Wyssi Flue und Schwarzgrätli.","Ein steiler Abstieg zur hintersten Üschenenalp muss ich unter die Sohlen nehmen, bevor ich dem Alpsträsschen folgend Kandersteg zu wandere. | T3",positiv
Planggenstock (2824 Meter),"Die Route ist zwar nie besonders exponiert, erfordert aber trotzdem Trittsicherheit. | T4",positiv
"Val d'Anniviers August 2024, 3|3: Le Tsapé - Illhorn","Der hier einsetzende Anstieg zum zweiten, dem heute höchsten Gipfel, verläuft über weite Strecken doch steil und unschwierig jedoch. | T3+",positiv
Überschreitung Ober Gabelhorn und Zinalrothorn,"Immer wieder wechseln sich Kletter- und Abseilstellen ab, wobei mich Stefan des öfteren abseilt. | T5 | S | V",positiv
Grassen Südwand,"Die zweite Seillänge war zum Start knackig, danach sofort wieder entspanntes Gelände. | T4 | ZS- | III",positiv
Via Alpina: Meiringen » Grindelwald (Etappe 10),"Teilweise führt der Wanderweg auch über die Straße, da ist Vorsicht angesagt, denn die schmale Straße muss mit Postauto, Radfahrern und Wanderern geteilt werden. | T2",positiv
Tierbergli-Klettersteig,"auch wenn das Drahtseil noch deutlich weiter nach oben reicht (nicht durchgehend), befindet man sich hier nur noch in T4-Gehgelände. | T4 | K4",positiv
Schafbergkante und -chöpf,Nach ca. 10 Seillängen flacht der Grat ab. | T6 | S | 5b,positiv
Von der Belalp zur Bettmeralp,"Wir steigen noch etwas weiter ab, einmal noch kurz leicht ausgesetzt und drahtseilgesichert, und erreichen bald die kleine Kapelle beimAletschji. | T3",positiv
Niederbauen Chulm (Niderbauen Chulm) / Oberbauenstock,Die Stellen sind jedoch wenig schwierig und haben im Fels gute Griffe. | T4+,positiv
"Chaiserstock, 2515m",somit auch bei exponierten Stellen keine Probleme. | T4+ | I,positiv
"Burgerrain, Bräntlirain & Schwängiflüeli","Einem Wanderweg entlang gelangte ich zurück zum Waldrand, wo ich auf einen Wegweiser getroffen bin, welcher auf einen zweiten Aussichtspunkt aufmerksam macht. | T5 | II | K2 | L",positiv
Nel cuore del Ticino...,"von derBocchetta di Crozlina(2865m) wb entlang dem Grat (Pfadspuren, Steinmänner) zu einer Schulter und weiter zumGipfel(3071, Steinmänner, Gebetsfahnen), 30-45min, 205Hm, T4.Abstieg | T6 | WS+ | III",positiv
"Straffulgrat, Spitzhorli, Sirwolte, Galehorn – zwei Tage im Simplongebiet","Über die Stufe neben dem Wasserfall helfen ein paar Eisenbügel, begleitet von Kabeln, deren Verbindung rostig ist. | T3",positiv
Piz Bial (3060 m) - Bike & Hike ab Samedan,Der Gipfelkopf kann relativ einfach von der Ostseite erklommen werden (T3+).Beim Aufstieg im Geröllhang oberhalb von 2700 m versuchten mich die Steinböcke übrigens mit Steinen abzuschiessen. | T4 | L,positiv
Den Bodensee fest im Blick: von Rorschacherberg über den Fünfländerblick nach Heiden,"Orientierung:einfach, alle Wanderwege ausgeschildert und markiertAusrüstung:Wanderausrüstung, inkl. fester Schuhe. | T2",positiv
Vom Barrhorn bis Bishorn,Wirklich nicht schwierig. | T4+,positiv
Petit Vélan 3223m einsamer Aussichtsgipfel,"Dort sah ich sogar installierte Ketten, die die Nordwestseite des Passes hinunterführten (wo dieser Weg genau hingeht, weiss ich nicht). | T5 | II",positiv
Schafbergkante und -chöpf,"Der Übergang zum Gipfel ist ebenfalls genussreich auf dem Legföhrenkamm, teils mit etwas Kraxelei. | T6 | S | 5b",positiv
Augstenhüreli 3026 m,Vom Gletscher ist allerdings nicht mehr viel übrig. | T4,positiv
Hinteres Plattenhorn (Südgipfel),"So war es dann auch – von der Scharte kurz in die Mulde nördlich des Gipfels traversiert, und über einen Geröllrücken einfach (T5) zum Nordgipfel. | T6 | II",positiv
Piz Spadlatscha (2871 m) - Bike & Hike ab Filisur,Aber durch Risse und über Simsen kommt man doch relativ einfach hoch. | T5 | II | WS,positiv
"Krönten Ost - eine phänomenale, lange Gratüberschreitung",Stände und Bohrhaken leiten den Weg. | T6 | III,positiv
Grassen (2946m),Der Stössenfirn ist rasch überschritten und die Kletterstelle hoch zum Stössensattel bewältigt Martin trotz Höhenangst auch sehr gut. | L,positiv
Gletschhorn (3305m) via Südgrat,Danach kommen nochmals zwei schöne Abseilstellen bis man wieder auf dem Tiefenbachgletscher ankommt. | ZS | V,positiv
"Witenwasserenstock Ostgipfel (Pkt. 3025 m): Auf der Kontinentalwasserscheide Rhein, Rhône, Po","Die Markierung ist top und der Weg ist fast narrensicher - nirgends echt ausgesetzt, die Felsblöcke so platziert, dass man manchmal wie auf einer Treppe hoch gehen kann. | T4",positiv
Vom Barrhorn bis Bishorn,"Viele Eisenbügel, Seile und Fixpunkte ermögliche einen zu jeder Zeit auffindbaren fixen Griff. | T4+",positiv
Arnigrat: ein toller Grasgrat - ideal für Aspiranten,Meter fällt der Grat auch nie unmittelbar neben dem Weg senkrecht ab. | T3,positiv
Hochtour Bächenstock - update,Links über Blockgelände oder gerade-rechts über fixseilgesicherte Felsen (schön !). | T4 | WS | II,positiv
Tellispitza (Hauptgipfel),"Aber schwierig ist es tatsächlich nicht, solo muss man sich auch keine Sorgen über Steinschlag machen. | T6",positiv
Gross Windgällen 3187m - Ost- und Westgipfel,"Sitzend schob ich mich vorsichtig vorwärts (ging echt gut) und etwa 3 Meter vor der Unterbrechungsstelle konnte ich ein 0.5er Klemmgerät super unterbringen (noch näher an der Unterbrechungsstelle hätte man ein 0,3er oder noch kleiner gebraucht, was wir aber nicht hatten).Dann musste ich auf dem immer schmaler werdenden Band etwa 50cm abklettern und ich erreichte die Unterbrechungsstelle. | ZS+ | III",positiv
Dufourspitze (4634 m),"Die letzte Abseilstelle ist optional, bei guter Schneelage im Couloir kann man sie auch weglassen. | ZS- | II",positiv
Gross Düssi über Schattig Düssi und Abstieg via Südgrat,"Dieses Entschärft den letzen steilen Abschnitt im Granit der ca. 3m hoch ist - aber wie gesagt, das Abklettern ist hier auch nicht schwierig... | T4 | WS | II",positiv
"Straffulgrat, Spitzhorli, Sirwolte, Galehorn – zwei Tage im Simplongebiet","Der weite Landschaft am Simplonpass, immer noch mit Gletscherblick, bietet einfache Touren, die kaum überlaufen sind. | T3",positiv
Mürtschenstock Ruchen,"Einmal im Couloir, folgten wir einer Felsrinne, die stellenweise schön zu klettern war. | T6- | II",positiv
Grassen (2946m),"Anschliessend einfacher über Fels und Schneefelder auf den Gipfel, den wir exakt nach 3 1/2 Stunden erreichen. | L",positiv
"Üschenengrat, Gällihore- Wyssi Flue und Schwarzgrätli.",Dieser führt seilversichert der Felswand entlang hinab zum Wegweiser der ins Üschenen verweist. | T3,positiv
Mont Mort bis Tête Rouge,Der Südostgrat bis zum Gipfelaufbau des Mont Mort lässt sich recht gut begehen (T4). | T4,positiv
Schildkrötengrat,"Ansonsten immer dem Grat und den Bohrhaken folgen bis zur „Klagemauer“, die mit 6c+ ein veritables Hindernis darstellen würde, könnte man sie nicht linksherum deutlich leichter (4b) umgehen. | 4",positiv
"Galenstock (3586 m), Südostsporn",Generell stecken an den kritischen Stellen Bohrhaken | WS+ | III,positiv
Vom Barrhorn bis Bishorn,"Viele Eisenbügel, Seile und Fixpunkte ermögliche einen zu jeder Zeit auffindbaren fixen Griff. | T4+",positiv
Gletschertrekking Monte Rosa Hütte,"Gehhilfen in Form von Eisenstiften, Seilen oder Brücken erleichterten uns das Vorwärtskommen. | T4 | L",positiv
Den Bodensee fest im Blick: von Rorschacherberg über den Fünfländerblick nach Heiden,Es ist schon ziemlich heiss und zum Glück führt der Weg kurze Zeit später in den Wald. | T2,positiv
"Piz Morteratsch (3751 m), Überschreitung Ost - West","Dieser Abschnitt ist bei Blankeis potenziell gefährlich, weshalb neuerdings der Weg über die Felsen mit Haken abgesichert sein soll. | WS | I",positiv
Dufourspitze (4634 m),"Neben den Stangen gibt es oft auch Bohrhaken, sodass man zwei Fixpunkte nutzen kann. | ZS- | II",positiv
Riffelhorn Ost-West-Überschreitung,"Etwas oberhalb gibt es eine Abseilstelle über die Nordwand, die man notfalls auch zum Sichern eines Nachsteigers verwenden könnte. | II",positiv
Piz Starlera 2735m und Piz Grisch 3060m,"Der alte Pfad ist nur stellenweise sichtbar, lediglich wenige Steinmännchen und wenige einzementierte Eisenstangen weisen ungefähr den Weg. | T5 | WS- | I",positiv
Bälmeten (2415) mit Klettersteig,"Nach dem Grasabsatz geht es nochmals über eineLeiteraufwärts, diese ist aber nur kurz und weniger luftig. | T4+ | I | K3-",positiv
Piz Starlera 2735m und Piz Grisch 3060m,"Die Schlüsselstelle mit etwas heikler Kraxelei im Abstieg war dann auf der Normalroute die Felsstufe in den Geröllkessel Pariel, danach war die Besteigung über den Südgrat zum Westgipfel und der Übergang zum Hauptgipfel reinster Genuss. | T5 | WS- | I",positiv
Einmal auf den höchsten Berg - Pizzo Centrale,Überall hat es eine gute Wegspur und jede Menge an Steinmännern. | T4 | WS | L,positiv
"Barrhorn ab Turtmann & zurück - ""Ultimative Wanderung reloaded""",Das Gässi ist sehr gut gesichert und auf relativ tiefer Höhe. | T3+,positiv
Überschreitung Schlieren und Uri Rotstock,"Nun durch die rechte Rinne hinauf zur Grasflanke, die steil, aber gut gestuft zum Grat führt. | T6 | WS | II",positiv
Vom Barrhorn bis Bishorn,Diese Querung war viel weniger Steil und einfach. | T4+,positiv
"Rotgrätli, 3.012m, und Wissgrätli, 2.865m",Über gestuftes Gelände mit Fels und Gras lässt sich der Hang erstaunlich einfach überwinden. | T3+,positiv
mit em Stüssi übere Düssi,einmal einfach mitten im Gehgelände (??).Fazit:Nice. | WS+ | III,positiv
"Extrem-Suonenwandern: Manera- (Oberlauf), Kummera-, Thel-Brägjeri-, Tatz-Giesch-Suone","Kurz nachdem wir die Eisenbahnbrücke unterquert haben, fällt uns aber linkerhand ein mit Seilen gesicherter Pfad auf, der steil aber nicht allzu schwierig wieder nach unten führt. | T5+ | I",positiv
Sewenhorn Westgratturm - Epp-Verschneidung,Absicherung empfanden wir als gut (zumindest in den etwas schwierigeren Stellen). | T3+ | 5a,positiv
"Überschreitung Piz d'Arbeola ↑ E ↓ SSW, + Piz Pian Grand","Aus dem Sattel heraus folgt Gehgelände, das etwa auf halbem Weg zwischen Sattel und Gipfel von einer Plattenzone unterbrochen wird. | T6 | II",positiv
"Piz Morteratsch (3751 m), Überschreitung Ost - West","Oben angekommen geht’s dann einfach den Firngrat hoch zum Gipfel, wo einen (gute Sicht vorausgesetzt) ein wirklich grossartiges Panorama erwartet, natürlich mit dem Biancograt im Zentrum. | WS | I",positiv
Überschreitung Schlieren und Uri Rotstock,An den Schlüsselstellen sind neuwertig wirkende Seile installiert. | T6 | WS | II,positiv
Calanda Überschreitung (Pfäfers - Tamins),"Nun im Aufstieg, wo man sich getraut, direkt auf dem Grat zu bleiben, geht das alles problemlos (T5+) und wir stehen wenige Minuten nachher auf dem Gipfel des mittleren Calandas. | T5 | III",positiv
Kreuzberg III - Breites Südrippli,Vom Stand am Eisenring etwas nach rechts queren und über Steilstufe mit Haken auf die Rippe. | III,positiv
Via Alpina: Grindelwald » Lauterbrunnen (Etappe 11),"Alle Wanderwege sind gelb markiert (T1), nur wegen der zum Teil rutschigen Abschnitte habe ich ein T2 vergeben, nachdem ich gesehen habe, dass etliche Wanderer Schwierigkeiten auf diesem Untergrund im steilen Gelände hatten. | T2",positiv
Sommer am Winterstock,"Auch wenn der Grossteil des Südgrates wenig ausgesetzt und einfach ist, scheinen mir die maximal auftretenden Kletterschwierigkeiten vergleichweise doch eher etwas höher (dies unter der Annahme, dass ich die einfachste Routenwahl traf - gross Alternativen sah ich jedenfalls nicht).Vorsicht ist auch geboten, falls man vom Südgipfel in den Sattel abseilen will, da hier keine Stände vorhanden, sondern behelfsmässig mit mittlerweile älteren Reepschnüren eingerichtet wurde (am besten genügend Material mitbringen, wer auf Nervenkitzel verzichten möchte). | WS | II",positiv
Gwächtenhorn-Westgrat & Sustenhorn,"Das Hüttenteam hat sogar ein steiles Schneefeld mit einem Seil gesichert, super Arbeit! | T4 | WS | II",positiv
Vom Barrhorn bis Bishorn,"Der Weg in Seilschaft ist technisch einfach und nur am Ende etwas steil, so sagte man uns. | T4+",positiv
St. Antönien - Klosters (Madrisahorn),Bis zuNolla 2370ist es ein angenehmer Gras-Grat mit deutlichen Wegspuren (Bild 1). | T5 | II,positiv
Pizzo del Prévat SE-Grat,"Kletterzeit ca. 1 h.Der Gipfel bietet mehr Platz als man erwarten würde, es gibt ausreichend nichtexponierte Sitzgelegenheiten für mehrere Seilschaften. | III",positiv
Grand Muveran (3051 m),An einer ausgesetzten Stelle recht zu Anfang gibt es ein Stahlseil. | T5 | II,positiv
"Krönten Ost - eine phänomenale, lange Gratüberschreitung",Über den einfachen Westgrat erreiche ich den Glatt Firn. | T6 | III,positiv
"Groß Bielenhorn SO-Grat, zu Recht beliebt","Die Absicherung ist aber gerade in den schweren Stellen so gut, dass man es zumindest einmal versuchen kann ;)- Die Gipfelwand (meist II, einige Stellen III-IV) ist mittlerweile an Schlüsselstellen ebenfalls mit Bohrhaken eingerichtet. | T5 | 5c",positiv
Den Bodensee fest im Blick: von Rorschacherberg über den Fünfländerblick nach Heiden,Nach kurzer Rast zweigen wir bei der Kapelle in südlicher Richtung ab und steigen steil nach Grub SG hinab. | T2,positiv
"Überschreitung Piz d'Arbeola ↑ E ↓ SSW, + Piz Pian Grand","Also mal probieren, denn der Grat sieht zu Beginn ziemlich einfach aus. | T6 | II",positiv
Sustenspitz,Dieser fühlte sich einfacher an als der Aufstieg (Was bei mir normalerweise bei T5 und mehr gerade umgekehrt ist). | T5 | II,positiv
Mont Mort bis Tête Rouge,"Tête de Barasson und Pointe de BarassonDen Tête de Barasson erreichte ich vom Col de Barasson aus einfach (T3) in 15 min. Danach folgte ein strenger Anstieg über gute Wegspuren in knapp 40 min hinauf auf den Pointe de Barasson (T4).Tête Verte und Tête RougeDer Abstieg vom Pointe de Barasson ist steil (T4), aber auf Wegspuren problemlos machbar. | T4",positiv
Chli Furkahorn (3025 Meter) - Schwerlast-Helikopter KAMOV KA32 A12 im Einsatz auf dem Furkastock,Ein richtiger Kraxelberg ohne exponierte Stellen mit Absturzgefahr. | T4 | I,positiv
Von Flims zum Segnesboden,Zwischen Segnesboden und Grauberg einzelne mit Ketten versicherte Passagen. | T2,positiv
